Vardas           Pavarde          Med.             
Vardas5487       Pavarde5487      6.60               
Vardas5493       Pavarde5493      6.60               
Vardas5522       Pavarde5522      6.60               
Vardas5525       Pavarde5525      6.60               
Vardas5550       Pavarde5550      6.60               
Vardas5568       Pavarde5568      6.60               
Vardas5614       Pavarde5614      6.60               
Vardas5650       Pavarde5650      6.60               
Vardas5704       Pavarde5704      6.60               
Vardas5734       Pavarde5734      6.60               
Vardas5761       Pavarde5761      6.60               
Vardas5772       Pavarde5772      6.60               
Vardas5783       Pavarde5783      6.60               
Vardas5785       Pavarde5785      6.60               
Vardas5807       Pavarde5807      6.60               
Vardas5854       Pavarde5854      6.60               
Vardas5958       Pavarde5958      6.60               
Vardas6023       Pavarde6023      6.60               
Vardas6098       Pavarde6098      6.60               
Vardas6152       Pavarde6152      6.60               
Vardas6163       Pavarde6163      6.60               
Vardas6166       Pavarde6166      6.60               
Vardas6171       Pavarde6171      6.60               
Vardas6198       Pavarde6198      6.60               
Vardas6218       Pavarde6218      6.60               
Vardas6243       Pavarde6243      6.60               
Vardas6320       Pavarde6320      6.60               
Vardas6337       Pavarde6337      6.60               
Vardas6359       Pavarde6359      6.60               
Vardas6424       Pavarde6424      6.60               
Vardas6436       Pavarde6436      6.60               
Vardas6451       Pavarde6451      6.60               
Vardas6453       Pavarde6453      6.60               
Vardas6500       Pavarde6500      6.60               
Vardas6566       Pavarde6566      6.60               
Vardas6585       Pavarde6585      6.60               
Vardas6589       Pavarde6589      6.60               
Vardas6619       Pavarde6619      6.60               
Vardas6634       Pavarde6634      6.60               
Vardas6644       Pavarde6644      6.60               
Vardas6672       Pavarde6672      6.60               
Vardas6678       Pavarde6678      6.60               
Vardas6699       Pavarde6699      6.60               
Vardas6716       Pavarde6716      6.60               
Vardas6718       Pavarde6718      6.60               
Vardas6727       Pavarde6727      6.60               
Vardas6745       Pavarde6745      6.60               
Vardas6778       Pavarde6778      6.60               
Vardas6798       Pavarde6798      6.60               
Vardas6841       Pavarde6841      6.60               
Vardas6857       Pavarde6857      6.60               
Vardas6881       Pavarde6881      6.60               
Vardas6914       Pavarde6914      6.60               
Vardas6951       Pavarde6951      6.60               
Vardas6983       Pavarde6983      6.60               
Vardas7028       Pavarde7028      6.60               
Vardas7065       Pavarde7065      6.60               
Vardas7115       Pavarde7115      6.60               
Vardas7129       Pavarde7129      6.60               
Vardas7149       Pavarde7149      6.60               
Vardas7164       Pavarde7164      6.60               
Vardas7216       Pavarde7216      6.60               
Vardas7238       Pavarde7238      6.60               
Vardas7240       Pavarde7240      6.60               
Vardas7255       Pavarde7255      6.60               
Vardas7271       Pavarde7271      6.60               
Vardas7283       Pavarde7283      6.60               
Vardas7304       Pavarde7304      6.60               
Vardas7360       Pavarde7360      6.60               
Vardas7417       Pavarde7417      6.60               
Vardas7449       Pavarde7449      6.60               
Vardas7502       Pavarde7502      6.60               
Vardas7503       Pavarde7503      6.60               
Vardas7511       Pavarde7511      6.60               
Vardas7522       Pavarde7522      6.60               
Vardas7523       Pavarde7523      6.60               
Vardas7526       Pavarde7526      6.60               
Vardas7557       Pavarde7557      6.60               
Vardas7585       Pavarde7585      6.60               
Vardas7623       Pavarde7623      6.60               
Vardas7647       Pavarde7647      6.60               
Vardas7661       Pavarde7661      6.60               
Vardas7725       Pavarde7725      6.60               
Vardas7745       Pavarde7745      6.60               
Vardas7751       Pavarde7751      6.60               
Vardas7781       Pavarde7781      6.60               
Vardas7806       Pavarde7806      6.60               
Vardas7808       Pavarde7808      6.60               
Vardas7851       Pavarde7851      6.60               
Vardas7854       Pavarde7854      6.60               
Vardas7875       Pavarde7875      6.60               
Vardas7886       Pavarde7886      6.60               
Vardas7905       Pavarde7905      6.60               
Vardas7919       Pavarde7919      6.60               
Vardas7920       Pavarde7920      6.60               
Vardas7955       Pavarde7955      6.60               
Vardas8035       Pavarde8035      6.60               
Vardas8058       Pavarde8058      6.60               
Vardas8089       Pavarde8089      6.60               
Vardas8102       Pavarde8102      6.60               
Vardas8114       Pavarde8114      6.60               
Vardas8158       Pavarde8158      6.60               
Vardas8224       Pavarde8224      6.60               
Vardas8231       Pavarde8231      6.60               
Vardas8269       Pavarde8269      6.60               
Vardas8271       Pavarde8271      6.60               
Vardas8321       Pavarde8321      6.60               
Vardas8325       Pavarde8325      6.60               
Vardas8357       Pavarde8357      6.60               
Vardas8380       Pavarde8380      6.60               
Vardas8385       Pavarde8385      6.60               
Vardas8400       Pavarde8400      6.60               
Vardas8453       Pavarde8453      6.60               
Vardas8473       Pavarde8473      6.60               
Vardas8503       Pavarde8503      6.60               
Vardas8590       Pavarde8590      6.60               
Vardas8619       Pavarde8619      6.60               
Vardas8627       Pavarde8627      6.60               
Vardas8648       Pavarde8648      6.60               
Vardas8665       Pavarde8665      6.60               
Vardas8684       Pavarde8684      6.60               
Vardas8687       Pavarde8687      6.60               
Vardas8689       Pavarde8689      6.60               
Vardas8737       Pavarde8737      6.60               
Vardas8761       Pavarde8761      6.60               
Vardas8803       Pavarde8803      6.60               
Vardas8813       Pavarde8813      6.60               
Vardas8855       Pavarde8855      6.60               
Vardas8918       Pavarde8918      6.60               
